EMISSAO;No.DOCTO;No.TITULO;PARCELA;FORNECEDOR;VALOR;VALOR A PAGAR;VENCTO;CTA ORCTO;VALOR;UNIDADE
17/01/2013;23392463;21066   ;003;0145                 GOVERNO DO ESTADO DE SP                      ;      229,17;            ;19/03/2013;000132 IPVA                                              ;       78,86;001
;;;;;;;;000132 IPVA                                              ;       85,89;001
;;;;;;;;000132 IPVA                                              ;       64,42;001
22/02/2013;2202    ;21427   ;002;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;      743,35;            ;19/03/2013;000131 IPTU                                              ;       37,17;001
;;;;;;;;000131 IPTU                                              ;        4,44;001
;;;;;;;;000131 IPTU                                              ;        8,18;001
;;;;;;;;000131 IPTU                                              ;        8,18;001
;;;;;;;;000131 IPTU                                              ;       72,85;001
;;;;;;;;000131 IPTU                                              ;       41,78;001
;;;;;;;;000131 IPTU                                              ;        2,23;001
;;;;;;;;000131 IPTU                                              ;       11,00;001
;;;;;;;;000131 IPTU                                              ;      307,75;001
;;;;;;;;000131 IPTU                                              ;      150,16;001
;;;;;;;;000131 IPTU                                              ;       99,61;001
19/02/2013;2692    ;21442   ;001;05.360.906/0001-30   MOREIRA JUNIOR E SILVA LTDA ME               ;      215,00;            ;19/03/2013;000021 Manutenção Equip. (Corretiva)                     ;      215,00;001
04/03/2013;554     ;21522   ;001;10742                D M G RIGHI                                  ;      420,00;            ;19/03/2013;000039 Serviço Contratado PJ                             ;      420,00;001
14/03/2013;111     ;21672   ;001;11170228000146       EMILIA AUGUSTA DE OLIVEIRA ME                ;      720,00;            ;19/03/2013;000137 Terceiros de Informatica                          ;      720,00;001
19/12/2012;52      ;20943   ;003;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;      146,26;            ;20/03/2013;000018 Manutenção Preventiva                             ;        7,31;001
;;;;;;;;000018 Manutenção Preventiva                             ;        0,88;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        1,61;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        1,61;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       14,33;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        8,22;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        0,45;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        2,16;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       60,55;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       29,54;001
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       19,60;001
21/01/2013;208202  ;21092   ;004;04.307.650/0001-35   ONCO PROD DIST.PRODUTO HOSP E ONCOLOGIA LTDA ;    1.331,76;            ;20/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;    1.331,76;001
19/02/2013;694     ;21433   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;      391,15;            ;20/03/2013;000018 Manutenção Preventiva                             ;       19,56;001
;;;;;;;;000018 Manutenção Preventiva                             ;        2,36;001
;;;;;;;;000018 Manutenção Preventiva                             ;        4,30;001
;;;;;;;;000018 Manutenção Preventiva                             ;        4,30;001
;;;;;;;;000018 Manutenção Preventiva                             ;       38,33;001
;;;;;;;;000018 Manutenção Preventiva                             ;       21,98;001
;;;;;;;;000018 Manutenção Preventiva                             ;        1,17;001
;;;;;;;;000018 Manutenção Preventiva                             ;        5,79;001
;;;;;;;;000018 Manutenção Preventiva                             ;      161,94;001
;;;;;;;;000018 Manutenção Preventiva                             ;       79,01;001
;;;;;;;;000018 Manutenção Preventiva                             ;       52,41;001
20/02/2013;711     ;21443   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;      379,42;            ;20/03/2013;000018 Manutenção Preventiva                             ;        2,28;002
;;;;;;;;000018 Manutenção Preventiva                             ;        9,49;002
;;;;;;;;000018 Manutenção Preventiva                             ;        5,58;002
;;;;;;;;000018 Manutenção Preventiva                             ;        0,22;002
;;;;;;;;000018 Manutenção Preventiva                             ;        2,16;002
;;;;;;;;000018 Manutenção Preventiva                             ;      219,68;002
;;;;;;;;000018 Manutenção Preventiva                             ;       14,04;002
;;;;;;;;000018 Manutenção Preventiva                             ;      125,97;002
20/02/2013;75      ;21445   ;001;888888888888888888   OSYSTEM MANUT. ELEV. LTDA                    ;      121,66;            ;20/03/2013;000021 Manutenção Equip. (Corretiva)                     ;        0,73;002
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        3,04;002
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        1,79;002
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        0,08;002
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        0,69;002
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       70,44;002
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;        4,50;002
;;;;;;;;000021 Manutenção Equip. (Corretiva)                     ;       40,39;002
22/02/2013;7723    ;21452   ;001;6760                 CENTRO DE DIAGNOSTICO                        ;       73,10;            ;20/03/2013;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;       73,10;001
25/02/2013;19774   ;21464   ;001;03709814003375       SERVIÇO DE APRENDIZAGEM COMERCIAL            ;       62,94;            ;20/03/2013;000008 Cursos e Especializações                          ;       62,94;001
26/02/2013;101     ;21490   ;001;15.514.846/0001-17   T.F. FERRERA MEDIC ESPECIALIZADO             ;      703,20;            ;20/03/2013;000047 Estoque Hemo                                      ;      703,20;001
22/02/2013;73654   ;21501   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;    4.626,83;    4.626,83;20/03/2013;000065 Convênio Médico                                   ;      166,57;002
;;;;;;;;000065 Convênio Médico                                   ;    2.886,68;002
;;;;;;;;000065 Convênio Médico                                   ;    1.292,74;002
;;;;;;;;000065 Convênio Médico                                   ;      280,84;002
22/02/2013;73653   ;21502   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;   28.446,30;   28.446,30;20/03/2013;000065 Convênio Médico                                   ;    1.484,90;001
;;;;;;;;000065 Convênio Médico                                   ;    2.002,62;001
;;;;;;;;000065 Convênio Médico                                   ;      130,85;001
;;;;;;;;000065 Convênio Médico                                   ;    1.521,88;001
;;;;;;;;000065 Convênio Médico                                   ;   19.394,69;001
;;;;;;;;000065 Convênio Médico                                   ;    3.521,65;001
;;;;;;;;000065 Convênio Médico                                   ;      389,71;001
01/03/2013;666     ;21535   ;001;03969228000182       DO VAL SERV MEDICOS LTDA                     ;      165,00;            ;20/03/2013;000038 Serviço de Remoção                                ;      165,00;001
01/03/2013;20481   ;21568   ;001;52.730.850/001-49    DOBBER COM. E REPRESENTAÇÕES LTDA            ;    1.986,06;            ;20/03/2013;000048 Estoque Laboratório                               ;    1.986,06;001
28/02/2013;3960    ;21577   ;001;46629986000164       LAB DE ANALISES CLINICAS OSWALDO CRUZ        ;    9.773,75;            ;20/03/2013;000034 Serviço de Laboratório                            ;      236,52;001
;;;;;;;;000034 Serviço de Laboratório                            ;    5.245,57;001
;;;;;;;;000034 Serviço de Laboratório                            ;    1.359,54;001
;;;;;;;;000034 Serviço de Laboratório                            ;    2.247,96;002
;;;;;;;;000034 Serviço de Laboratório                            ;      100,67;002
;;;;;;;;000034 Serviço de Laboratório                            ;      583,49;002
04/03/2013;55      ;21582   ;001;10658168000142       JC MOUTELLA VIEIRA ME                        ;    4.033,25;            ;20/03/2013;000002 Alimentação Pacientes                             ;    4.033,25;001
05/03/2013;0503    ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;   67.462,45;            ;20/03/2013;000100 INSS S/ FOPAG                                     ;    2.954,86;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;    3.987,03;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;      310,33;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;    2.158,80;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;      148,41;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;      721,85;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;   38.534,55;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;    7.002,60;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;      762,33;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;      391,28;002
;;;;;;;;000100 INSS S/ FOPAG                                     ;    6.779,98;002
;;;;;;;;000100 INSS S/ FOPAG                                     ;    3.035,81;002
;;;;;;;;000100 INSS S/ FOPAG                                     ;      674,62;002
05/03/2013;0503    ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;    9.760,91;            ;20/03/2013;000100 INSS S/ FOPAG                                     ;      427,53;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;      576,87;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;       44,90;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;      312,35;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;       21,47;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;      104,44;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;    5.575,42;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;    1.013,18;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;      110,30;001
;;;;;;;;000100 INSS S/ FOPAG                                     ;       56,61;002
;;;;;;;;000100 INSS S/ FOPAG                                     ;      980,97;002
;;;;;;;;000100 INSS S/ FOPAG                                     ;      439,26;002
;;;;;;;;000100 INSS S/ FOPAG                                     ;       97,61;002
05/03/2013;0503    ;21588   ;001;01205542003          FGTS                                         ;   14.103,81;            ;20/03/2013;000099 FGTS s/ FOPAG                                     ;      617,75;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;      833,54;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       64,88;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;      451,32;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       31,03;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;      150,90;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;    8.056,10;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;    1.463,98;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;      159,37;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       81,80;002
;;;;;;;;000099 FGTS s/ FOPAG                                     ;    1.417,43;002
;;;;;;;;000099 FGTS s/ FOPAG                                     ;      634,67;002
;;;;;;;;000099 FGTS s/ FOPAG                                     ;      141,04;002
05/03/2013;0503    ;21589   ;001;01205542003          FGTS                                         ;    2.191,17;            ;20/03/2013;000099 FGTS s/ FOPAG                                     ;       95,97;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;      129,50;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       10,08;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       70,12;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;        4,82;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       23,45;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;    1.251,60;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;      227,44;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       24,76;001
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       12,71;002
;;;;;;;;000099 FGTS s/ FOPAG                                     ;      220,21;002
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       98,60;002
;;;;;;;;000099 FGTS s/ FOPAG                                     ;       21,91;002
05/03/2013;0503    ;21590   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;      391,92;            ;20/03/2013;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;      178,95;002
;;;;;;;;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;      212,97;002
05/03/2013;0603    ;21592   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;   10.237,37;            ;20/03/2013;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;      448,40;001
;;;;;;;;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;      605,03;001
;;;;;;;;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;       47,09;001
;;;;;;;;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;      327,60;001
;;;;;;;;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;       22,52;001
;;;;;;;;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;      109,54;001
;;;;;;;;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;    7.498,87;001
;;;;;;;;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;    1.062,64;001
;;;;;;;;000102 IRRF - P.F  - CÓD. 0561 e 3208                    ;      115,68;001
18/02/2013;283337  ;21645   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;      477,16;            ;20/03/2013;000024 Material de uso e consumo                         ;      477,16;001
15/03/2013;1503    ;21676   ;001;000000000056         EMBRATEL - EMPRESA BRASILEIRA DE TELECOMUNICA;      349,90;            ;20/03/2013;000010 Internet                                          ;        1,29;002
;;;;;;;;000010 Internet                                          ;        4,90;002
;;;;;;;;000010 Internet                                          ;        0,21;002
;;;;;;;;000010 Internet                                          ;        1,89;002
;;;;;;;;000010 Internet                                          ;       26,70;002
;;;;;;;;000010 Internet                                          ;      209,94;002
;;;;;;;;000010 Internet                                          ;      104,97;002
11/03/2013;157     ;21678   ;001;02482462000118       EDMILSON RICARDO DOS SANTOS ME               ;      319,00;            ;20/03/2013;000020 Manutenção Predial                                ;      319,00;001
15/03/2013;1503    ;21680   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;    5.273,10;            ;20/03/2013;000081 Taxa de renovação de licenças e impostos          ;    5.273,10;001
15/03/2013;1503    ;21681   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;      260,40;            ;20/03/2013;000081 Taxa de renovação de licenças e impostos          ;      260,40;001
12/03/2013;85      ;21688   ;001;05.627.915/0001-45   LABORATORIO DE ANALISES CLINICAS LABCLIN LTDA;      120,00;            ;20/03/2013;000039 Serviço Contratado PJ                             ;      120,00;001
11/03/2013;10239   ;21689   ;001;10637                LIFESYS INFORMÁTICA                          ;      392,75;            ;20/03/2013;000137 Terceiros de Informatica                          ;      392,75;002
12/03/2013;7337    ;21690   ;001;02923013000168       NEFRODATA SISTEMAS LTDA                      ;      187,36;            ;20/03/2013;000137 Terceiros de Informatica                          ;      187,36;001
15/03/2013;1503    ;21692   ;001;04206050000180       TIM CELULAR SA                               ;        4,20;            ;20/03/2013;000134 Telefonia                                         ;        0,30;001
;;;;;;;;000134 Telefonia                                         ;        0,03;001
;;;;;;;;000134 Telefonia                                         ;        0,05;001
;;;;;;;;000134 Telefonia                                         ;            ;001
;;;;;;;;000134 Telefonia                                         ;        0,02;001
;;;;;;;;000134 Telefonia                                         ;        0,92;001
;;;;;;;;000134 Telefonia                                         ;        0,73;001
;;;;;;;;000134 Telefonia                                         ;        0,81;001
;;;;;;;;000134 Telefonia                                         ;        0,92;002
;;;;;;;;000134 Telefonia                                         ;        0,42;002
18/03/2013;1803    ;21695   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;    2.945,44;            ;20/03/2013;000110 ISS s/ Faturamento                                ;      473,92;002
;;;;;;;;000110 ISS s/ Faturamento                                ;       25,92;002
;;;;;;;;000110 ISS s/ Faturamento                                ;       88,66;002
;;;;;;;;000110 ISS s/ Faturamento                                ;       55,08;002
;;;;;;;;000110 ISS s/ Faturamento                                ;        2,65;002
;;;;;;;;000110 ISS s/ Faturamento                                ;       21,21;002
;;;;;;;;000110 ISS s/ Faturamento                                ;    2.122,48;002
;;;;;;;;000110 ISS s/ Faturamento                                ;      155,52;002
18/03/2013;1803    ;21696   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;   13.666,46;            ;20/03/2013;000110 ISS s/ Faturamento                                ;    2.828,96;001
;;;;;;;;000110 ISS s/ Faturamento                                ;      179,03;001
;;;;;;;;000110 ISS s/ Faturamento                                ;      105,23;001
;;;;;;;;000110 ISS s/ Faturamento                                ;      288,35;001
;;;;;;;;000110 ISS s/ Faturamento                                ;       16,40;001
;;;;;;;;000110 ISS s/ Faturamento                                ;       75,17;001
;;;;;;;;000110 ISS s/ Faturamento                                ;    9.915,02;001
;;;;;;;;000110 ISS s/ Faturamento                                ;      258,30;001
18/03/2013;1803    ;21697   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;    2.259,29;            ;20/03/2013;000110 ISS s/ Faturamento                                ;      467,67;001
;;;;;;;;000110 ISS s/ Faturamento                                ;       29,60;001
;;;;;;;;000110 ISS s/ Faturamento                                ;       17,40;001
;;;;;;;;000110 ISS s/ Faturamento                                ;       47,67;001
;;;;;;;;000110 ISS s/ Faturamento                                ;        2,71;001
;;;;;;;;000110 ISS s/ Faturamento                                ;       12,43;001
;;;;;;;;000110 ISS s/ Faturamento                                ;    1.639,11;001
;;;;;;;;000110 ISS s/ Faturamento                                ;       42,70;001
20/03/2013;126     ;21709   ;001;6664                 NEFROCOR S/C LTDA.                           ;       15,37;            ;20/03/2013;000103 IRRF - PJ - CÓD. 1708 e 3280                      ;       15,37;002
20/03/2013;73653   ;21710   ;001;45.171.402/0001-97   UNIMED DE TAUBATÉ COOPERATIVA                ;      119,92;            ;20/03/2013;000104 ISS s/ NFs                                        ;      119,92;001
20/03/2013;2003    ;21711   ;001;000000000000000010   ANA LYGIA AMARAL                             ;       35,71;            ;20/03/2013;000104 ISS s/ NFs                                        ;       35,71;001
20/03/2013;4077    ;21712   ;001;65.051.294/0001-26   MICROLIN-MICROBIOLOGIA                       ;       13,00;            ;20/03/2013;000104 ISS s/ NFs                                        ;       13,00;001
20/03/2013;955     ;21713   ;001;10664                GRÁFICA SANTANA TAUBATÉ-ME                   ;       44,36;            ;20/03/2013;000104 ISS s/ NFs                                        ;       44,36;001
24/01/2013;26643   ;21188   ;002;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;    3.920,00;            ;21/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;    3.920,00;001
19/02/2013;279545  ;21403   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;   24.682,80;            ;21/03/2013;000047 Estoque Hemo                                      ;   24.682,80;001
19/02/2013;279538  ;21404   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;    5.057,50;            ;21/03/2013;000047 Estoque Hemo                                      ;    5.057,50;002
22/02/2013;36905   ;21425   ;001;1021                 COREVAL COM. MAT. ELETRICO                   ;      544,80;            ;21/03/2013;000020 Manutenção Predial                                ;      544,80;001
22/02/2013;104     ;21488   ;001;15.514.846/0001-17   T.F. FERRERA MEDIC ESPECIALIZADO             ;      100,80;            ;21/03/2013;000047 Estoque Hemo                                      ;      100,80;001
26/02/2013;29566   ;21491   ;001;55.309.074/0001-04   CIRURGICA SÃO JOSÉ LTDA.                     ;    1.353,42;            ;21/03/2013;000047 Estoque Hemo                                      ;    1.353,42;001
26/02/2013;29620   ;21493   ;001;55.309.074/0001-04   CIRURGICA SÃO JOSÉ LTDA.                     ;      385,00;            ;21/03/2013;000047 Estoque Hemo                                      ;      385,00;001
01/03/2013;14232   ;21607   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;    1.110,00;            ;21/03/2013;000024 Material de uso e consumo                         ;    1.110,00;001
18/03/2013;39249300;21704   ;001;02449992005638       VIVO S.A                                     ;      560,24;            ;21/03/2013;000134 Telefonia                                         ;        3,92;002
;;;;;;;;000134 Telefonia                                         ;        0,17;002
;;;;;;;;000134 Telefonia                                         ;        1,52;002
;;;;;;;;000134 Telefonia                                         ;      168,07;002
;;;;;;;;000134 Telefonia                                         ;       50,42;002
;;;;;;;;000134 Telefonia                                         ;      336,14;002
21/03/2013;2103    ;21719   ;001;111111122222222222   VALID CERTIFICADORA                          ;      295,00;            ;21/03/2013;000081 Taxa de renovação de licenças e impostos          ;      295,00;001
19/02/2013;280061  ;21405   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;    8.840,00;            ;22/03/2013;000047 Estoque Hemo                                      ;    8.840,00;001
27/02/2013;2702    ;21473   ;001;0002                 FÉRIAS                                       ;    2.589,25;            ;22/03/2013;000091 Adiantamento de 13º Salário                       ;      629,96;001
;;;;;;;;000092 Férias                                            ;    1.959,29;001
27/02/2013;2702    ;21474   ;001;0002                 FÉRIAS                                       ;    1.199,41;            ;22/03/2013;000092 Férias                                            ;    1.199,41;001
22/02/2013;4178    ;21487   ;001;10624                LAFT COMERCIO DE MATERIAIS                   ;      308,32;            ;22/03/2013;000048 Estoque Laboratório                               ;      308,32;001
04/03/2013;124     ;21574   ;001;10686                S DE S SOARES                                ;       85,90;            ;22/03/2013;000018 Manutenção Preventiva                             ;       85,90;001
15/03/2013;850     ;21699   ;001;05.971.027/0001-45   TH LAVEX LAVANDERIA HOSPITALAR E IND LTDA ME ;      390,04;            ;22/03/2013;000036 Serviço de Lavanderia                             ;      312,03;001
;;;;;;;;000036 Serviço de Lavanderia                             ;       78,01;002
22/03/2013;2580756 ;21746   ;001;05570714000159       KABUM S/A                                    ;    1.324,15;            ;22/03/2013;000061 Imob. Computadores e Periféricos                  ;    1.324,15;001
26/02/2013;27250   ;21558   ;001;53.611.125/0001-14   CENTROVALE COM. E PRODUTOS HOSPITALARES LTDA ;    1.073,92;            ;23/03/2013;000051 Estoque Hemo - MEDICAMENTOS                       ;    1.073,92;001
06/03/2013;194243  ;21627   ;001;53246997000635       MACROMED C.M. MED. HOSP. LTDA                ;    1.135,00;            ;23/03/2013;000047 Estoque Hemo                                      ;    1.135,00;001
03/04/2012;0304    ;17884   ;013;222222222222222222   UNICRED MANTIQUEIRA                          ;   21.587,30;            ;24/03/2013;000030 Emprestimo Bancario                               ;   21.587,30;001
29/03/2012;280080  ;17967   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;   16.642,53;            ;25/03/2013;000066 Imob. Maquinas e Equipamentos                     ;   16.642,53;001
18/02/2013;31133   ;21402   ;001;18.848.316/0001-66   BIOMEDICAL PROD CIENTIFICOS MED              ;    2.520,00;            ;25/03/2013;000047 Estoque Hemo                                      ;    2.520,00;001
18/02/2013;955     ;21410   ;002;10664                GRÁFICA SANTANA TAUBATÉ-ME                   ;      772,82;            ;25/03/2013;000049 Estoque Papelaria                                 ;      772,82;001
04/03/2013;14272   ;21517   ;001;67272203000108       PORTOGAS OXIGENIO DO VALE GASES IND E MED LTD;      700,00;            ;25/03/2013;000024 Material de uso e consumo                         ;      700,00;002
05/03/2013;48314   ;21642   ;001;55230957000116       ALVES LIMA COM. E ESTERELIZAÇÃO MAT. MEDICOS ;      136,00;            ;25/03/2013;000032 Serviço de Esterelização                          ;      136,00;001
05/03/2013;4971    ;21658   ;001;64667512000199       PIXEON MEDICAL SYSTEM COMERC LTDA            ;      526,15;            ;25/03/2013;000137 Terceiros de Informatica                          ;      526,15;001
13/03/2013;42483   ;21666   ;001;8710                 TANBY COM. DE PAPEIS                         ;      268,00;            ;25/03/2013;000049 Estoque Papelaria                                 ;      268,00;001
15/03/2013;1503    ;21675   ;001;171VR                ABCDT ASSOC BRAS CENTROS DE DIALISE          ;       85,25;            ;25/03/2013;000096 Associações                                       ;       85,25;002
09/03/2013;48660   ;21679   ;001;55230957000116       ALVES LIMA COM. E ESTERELIZAÇÃO MAT. MEDICOS ;      191,00;            ;25/03/2013;000032 Serviço de Esterelização                          ;      191,00;001
15/03/2013;1503    ;21684   ;001;0110918400438        UOL INTERNET                                 ;       33,82;            ;25/03/2013;000010 Internet                                          ;        0,13;001
;;;;;;;;000010 Internet                                          ;        0,32;001
;;;;;;;;000010 Internet                                          ;        0,34;001
;;;;;;;;000010 Internet                                          ;        2,57;001
;;;;;;;;000010 Internet                                          ;        0,14;001
;;;;;;;;000010 Internet                                          ;        0,68;001
;;;;;;;;000010 Internet                                          ;        3,26;001
;;;;;;;;000010 Internet                                          ;       20,63;001
;;;;;;;;000010 Internet                                          ;        5,75;001
25/03/2013;2503    ;21747   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;    7.065,89;            ;25/03/2013;000080 Pis s/ Faturamento                                ;    1.345,35;001
;;;;;;;;000080 Pis s/ Faturamento                                ;       84,79;001
;;;;;;;;000080 Pis s/ Faturamento                                ;       49,46;001
;;;;;;;;000080 Pis s/ Faturamento                                ;       14,13;001
;;;;;;;;000080 Pis s/ Faturamento                                ;      180,18;001
;;;;;;;;000080 Pis s/ Faturamento                                ;        9,19;001
;;;;;;;;000080 Pis s/ Faturamento                                ;       47,34;001
;;;;;;;;000080 Pis s/ Faturamento                                ;    4.480,48;001
;;;;;;;;000080 Pis s/ Faturamento                                ;      122,24;001
;;;;;;;;000080 Pis s/ Faturamento                                ;      117,29;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        7,77;002
;;;;;;;;000080 Pis s/ Faturamento                                ;       35,33;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        7,07;002
;;;;;;;;000080 Pis s/ Faturamento                                ;       14,84;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,71;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        5,65;002
;;;;;;;;000080 Pis s/ Faturamento                                ;      476,24;002
;;;;;;;;000080 Pis s/ Faturamento                                ;       67,83;002
25/03/2013;2503    ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;       24,68;            ;25/03/2013;000080 Pis s/ Faturamento                                ;        4,70;001
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,30;001
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,17;001
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,05;001
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,63;001
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,03;001
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,17;001
;;;;;;;;000080 Pis s/ Faturamento                                ;       15,65;001
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,43;001
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,41;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,03;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,12;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,02;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,05;002
;;;;;;;;000080 Pis s/ Faturamento                                ;            ;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,02;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        1,66;002
;;;;;;;;000080 Pis s/ Faturamento                                ;        0,24;002
25/03/2013;2503    ;21749   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;      113,67;            ;25/03/2013;000108 Cofins s/ Faturamento                             ;       21,64;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        0,80;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        0,23;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        2,90;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        0,15;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        0,78;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;       62,51;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,97;001
;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,89;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;        1,10;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;        0,48;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;        0,18;002
;;;;;;;;000108 Cofins s/ Faturamento                             ;       16,86;002
