CTA ORCTO;No.DOCTO;PARCELA;FORNECEDOR;VENCTO;PAGTO;VALOR;C.CUSTO;UNIDADE
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,30;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,17;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,05;000015 Procedimento Cirurgicos                           ;001 Taubaté
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,63;001001 Laboratorio Hemo                                  ;001 Taubaté
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,03;001006 Laboratorio DPA                                   ;001 Taubaté
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,17;001007 Laboratorio Externo                               ;001 Taubaté
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;       15,65;002001 Hemodialise                                       ;001 Taubaté
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,43;004001 Consultorio                                       ;001 Taubaté
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,41;000012 Dialise Peritonial - DPA                          ;002 São José
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,03;000013 Hemo - MEDICAMENTOS                               ;002 São José
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,12;000014 U.T.I - Dialise Externa                           ;002 São José
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,02;000015 Procedimento Cirurgicos                           ;002 São José
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,05;001001 Laboratorio Hemo                                  ;002 São José
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;            ;001006 Laboratorio DPA                                   ;002 São José
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,02;001007 Laboratorio Externo                               ;002 São José
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        1,66;002001 Hemodialise                                       ;002 São José
00080 Pis s/ Faturamento                                ;21748   ;001;1                    SECRETARIA DA RECEITA FEDERAL DO BRASIL.     ;25/03/2013;25/03/2013;        0,24;004001 Consultorio                                       ;002 São José
00081 Taxa de renovação de licenças e impostos          ;21371   ;001;12478                PREFEITURA MUNICIPAL SJC                     ;06/03/2013;          ;      100,00;002001 Hemodialise                                       ;002 São José
00081 Taxa de renovação de licenças e impostos          ;21680   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;    5.273,10;002001 Hemodialise                                       ;001 Taubaté
00081 Taxa de renovação de licenças e impostos          ;21681   ;001;0                    PREFEITURA MUNICIPAL DE TAUBATÉ              ;20/03/2013;20/03/2013;      260,40;002001 Hemodialise                                       ;001 Taubaté
00081 Taxa de renovação de licenças e impostos          ;21719   ;001;111111122222222222   VALID CERTIFICADORA                          ;21/03/2013;15/03/2013;      295,00;002001 Hemodialise                                       ;001 Taubaté
00081 Taxa de renovação de licenças e impostos          ;20952   ;003;13245                CONSELHO REGIONAL DE MEDICINA                ;31/03/2013;28/03/2013;      316,00;002001 Hemodialise                                       ;001 Taubaté
00081 Taxa de renovação de licenças e impostos          ;20955   ;003;13245                CONSELHO REGIONAL DE MEDICINA                ;31/03/2013;28/03/2013;      105,40;002001 Hemodialise                                       ;001 Taubaté
00087 Farmacia a Pagar                                  ;21416   ;001;60184751001109       DSI DROGARIA LTDA                            ;05/03/2013;05/03/2013;       55,05;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00087 Farmacia a Pagar                                  ;21416   ;001;60184751001109       DSI DROGARIA LTDA                            ;05/03/2013;05/03/2013;      220,21;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00087 Farmacia a Pagar                                  ;21416   ;001;60184751001109       DSI DROGARIA LTDA                            ;05/03/2013;05/03/2013;    2.312,20;002001 Hemodialise                                       ;001 Taubaté
00087 Farmacia a Pagar                                  ;21416   ;001;60184751001109       DSI DROGARIA LTDA                            ;05/03/2013;05/03/2013;      137,63;003001 Administracao                                     ;001 Taubaté
00087 Farmacia a Pagar                                  ;21416   ;001;60184751001109       DSI DROGARIA LTDA                            ;05/03/2013;05/03/2013;       27,53;002001 Hemodialise                                       ;002 São José
00087 Farmacia a Pagar                                  ;21415   ;001;60184751001109       DSI DROGARIA LTDA                            ;07/03/2013;07/03/2013;       50,93;001001 Laboratorio Hemo                                  ;002 São José
00087 Farmacia a Pagar                                  ;21415   ;001;60184751001109       DSI DROGARIA LTDA                            ;07/03/2013;07/03/2013;      165,50;002001 Hemodialise                                       ;002 São José
00087 Farmacia a Pagar                                  ;21415   ;001;60184751001109       DSI DROGARIA LTDA                            ;07/03/2013;07/03/2013;       84,88;003001 Administracao                                     ;002 São José
00087 Farmacia a Pagar                                  ;21415   ;001;60184751001109       DSI DROGARIA LTDA                            ;07/03/2013;07/03/2013;      123,07;004001 Consultorio                                       ;002 São José
00088 Convênio Odontologico                             ;21390   ;001;9366                 UNIODONTO DE TAUBATÉ                         ;10/03/2013;20/03/2013;       27,36;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00088 Convênio Odontologico                             ;21390   ;001;9366                 UNIODONTO DE TAUBATÉ                         ;10/03/2013;20/03/2013;      435,74;002001 Hemodialise                                       ;001 Taubaté
00088 Convênio Odontologico                             ;21390   ;001;9366                 UNIODONTO DE TAUBATÉ                         ;10/03/2013;20/03/2013;      109,34;003001 Administracao                                     ;001 Taubaté
00088 Convênio Odontologico                             ;21637   ;001;65.045.486/0001-20   SOESP ODONTO SISTEMA ODONTOLOGICO E SERV PREV;10/03/2013;13/03/2013;       73,13;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00088 Convênio Odontologico                             ;21637   ;001;65.045.486/0001-20   SOESP ODONTO SISTEMA ODONTOLOGICO E SERV PREV;10/03/2013;13/03/2013;       48,79;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00088 Convênio Odontologico                             ;21637   ;001;65.045.486/0001-20   SOESP ODONTO SISTEMA ODONTOLOGICO E SERV PREV;10/03/2013;13/03/2013;      732,15;002001 Hemodialise                                       ;001 Taubaté
00088 Convênio Odontologico                             ;21637   ;001;65.045.486/0001-20   SOESP ODONTO SISTEMA ODONTOLOGICO E SERV PREV;10/03/2013;13/03/2013;      195,15;003001 Administracao                                     ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      178,61;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;       88,83;000013 Hemo - MEDICAMENTOS                               ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      356,27;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;       44,42;000015 Procedimento Cirurgicos                           ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      267,44;000016 Farmacia - PRODUÇÃO                               ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      406,29;001001 Laboratorio Hemo                                  ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;       21,74;001006 Laboratorio DPA                                   ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      106,79;001007 Laboratorio Externo                               ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;    5.393,12;002001 Hemodialise                                       ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      891,14;003001 Administracao                                     ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      267,44;004001 Consultorio                                       ;001 Taubaté
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;       66,15;001001 Laboratorio Hemo                                  ;002 São José
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;        2,84;001006 Laboratorio DPA                                   ;002 São José
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;       19,85;001007 Laboratorio Externo                               ;002 São José
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      979,97;002001 Hemodialise                                       ;002 São José
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      179,55;003001 Administracao                                     ;002 São José
00089 Vale Alimentação func                             ;21636   ;001;49930514000135       SODEXHO DO BRASIL                            ;15/03/2013;15/03/2013;      179,55;004001 Consultorio                                       ;002 São José
00090 Pro - Labore                                      ;21596   ;001;00187                PRO-LABORE SOCIOS                            ;06/03/2013;06/03/2013;    3.566,08;002001 Hemodialise                                       ;001 Taubaté
00090 Pro - Labore                                      ;21596   ;001;00187                PRO-LABORE SOCIOS                            ;06/03/2013;06/03/2013;    3.139,59;004001 Consultorio                                       ;001 Taubaté
00090 Pro - Labore                                      ;21597   ;001;00187                PRO-LABORE SOCIOS                            ;06/03/2013;06/03/2013;    5.051,22;002001 Hemodialise                                       ;002 São José
00090 Pro - Labore                                      ;21598   ;001;00187                PRO-LABORE SOCIOS                            ;06/03/2013;06/03/2013;    3.957,26;002001 Hemodialise                                       ;001 Taubaté
00090 Pro - Labore                                      ;21598   ;001;00187                PRO-LABORE SOCIOS                            ;06/03/2013;06/03/2013;    1.277,21;004001 Consultorio                                       ;001 Taubaté
00091 Adiantamento de 13º Salário                       ;21470   ;001;0002                 FÉRIAS                                       ;04/03/2013;04/03/2013;      491,99;001001 Laboratorio Hemo                                  ;001 Taubaté
00091 Adiantamento de 13º Salário                       ;21475   ;001;01205                ADIANTAMENTO 13º SAL                         ;10/03/2013;11/03/2013;    4.710,07;002001 Hemodialise                                       ;001 Taubaté
00091 Adiantamento de 13º Salário                       ;21475   ;001;01205                ADIANTAMENTO 13º SAL                         ;10/03/2013;11/03/2013;      404,82;003001 Administracao                                     ;001 Taubaté
00091 Adiantamento de 13º Salário                       ;21475   ;001;01205                ADIANTAMENTO 13º SAL                         ;10/03/2013;11/03/2013;    1.758,11;002001 Hemodialise                                       ;002 São José
00091 Adiantamento de 13º Salário                       ;21473   ;001;0002                 FÉRIAS                                       ;22/03/2013;21/03/2013;      629,96;002001 Hemodialise                                       ;001 Taubaté
00091 Adiantamento de 13º Salário                       ;21765   ;001;01205                ADIANTAMENTO 13º SAL                         ;25/03/2013;11/04/2013;    6.958,00;002001 Hemodialise                                       ;001 Taubaté
00092 Férias                                            ;21470   ;001;0002                 FÉRIAS                                       ;04/03/2013;04/03/2013;    1.358,29;001001 Laboratorio Hemo                                  ;001 Taubaté
00092 Férias                                            ;21471   ;001;0002                 FÉRIAS                                       ;08/03/2013;08/03/2013;    2.919,91;002001 Hemodialise                                       ;001 Taubaté
00092 Férias                                            ;21472   ;001;0002                 FÉRIAS                                       ;11/03/2013;15/03/2013;    2.305,65;002001 Hemodialise                                       ;001 Taubaté
00092 Férias                                            ;21473   ;001;0002                 FÉRIAS                                       ;22/03/2013;21/03/2013;    1.959,29;002001 Hemodialise                                       ;001 Taubaté
00092 Férias                                            ;21474   ;001;0002                 FÉRIAS                                       ;22/03/2013;21/03/2013;    1.199,41;002001 Hemodialise                                       ;001 Taubaté
00092 Férias                                            ;21758   ;001;0002                 FÉRIAS                                       ;25/03/2013;02/04/2013;    2.137,96;002001 Hemodialise                                       ;001 Taubaté
00094 Rescisões                                         ;21756   ;001;186861               RESCISÃO FUNCIONÁRIO                         ;27/03/2013;26/03/2013;    3.248,04;002001 Hemodialise                                       ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;    5.348,02;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;    7.216,17;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;      561,66;000015 Procedimento Cirurgicos                           ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;    3.907,23;001001 Laboratorio Hemo                                  ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;      268,62;001006 Laboratorio DPA                                   ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;    1.306,49;001007 Laboratorio Externo                               ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;   69.744,09;002001 Hemodialise                                       ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;   12.674,08;003001 Administracao                                     ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;    1.379,74;004001 Consultorio                                       ;001 Taubaté
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;      708,19;001001 Laboratorio Hemo                                  ;002 São José
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;   12.271,15;002001 Hemodialise                                       ;002 São José
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;    5.494,55;003001 Administracao                                     ;002 São José
00095 Folha de Pagamento                                ;21585   ;001;01205542000244       FOLHA DE PAGAMENTO                           ;05/03/2013;08/03/2013;    1.221,01;004001 Consultorio                                       ;002 São José
00095 Folha de Pagamento                                ;21594   ;001;000000000000000007   MARIA CRISTINA SILVA BROTERI DE ASSIS        ;06/03/2013;06/03/2013;      567,96;002001 Hemodialise                                       ;001 Taubaté
00096 Associações                                       ;21612   ;001;171VR                ABCDT ASSOC BRAS CENTROS DE DIALISE          ;10/03/2013;12/03/2013;       85,25;002001 Hemodialise                                       ;001 Taubaté
00096 Associações                                       ;21675   ;001;171VR                ABCDT ASSOC BRAS CENTROS DE DIALISE          ;25/03/2013;25/03/2013;       85,25;002001 Hemodialise                                       ;002 São José
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      617,75;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      833,54;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       64,88;000015 Procedimento Cirurgicos                           ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      451,32;001001 Laboratorio Hemo                                  ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       31,03;001006 Laboratorio DPA                                   ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      150,90;001007 Laboratorio Externo                               ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;    8.056,10;002001 Hemodialise                                       ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;    1.463,98;003001 Administracao                                     ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      159,37;004001 Consultorio                                       ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       81,80;001001 Laboratorio Hemo                                  ;002 São José
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;    1.417,43;002001 Hemodialise                                       ;002 São José
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      634,67;003001 Administracao                                     ;002 São José
00099 FGTS s/ FOPAG                                     ;21588   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      141,04;004001 Consultorio                                       ;002 São José
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       95,97;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      129,50;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       10,08;000015 Procedimento Cirurgicos                           ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       70,12;001001 Laboratorio Hemo                                  ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;        4,82;001006 Laboratorio DPA                                   ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       23,45;001007 Laboratorio Externo                               ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;    1.251,60;002001 Hemodialise                                       ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      227,44;003001 Administracao                                     ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       24,76;004001 Consultorio                                       ;001 Taubaté
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       12,71;001001 Laboratorio Hemo                                  ;002 São José
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;      220,21;002001 Hemodialise                                       ;002 São José
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       98,60;003001 Administracao                                     ;002 São José
00099 FGTS s/ FOPAG                                     ;21589   ;001;01205542003          FGTS                                         ;20/03/2013;07/03/2013;       21,91;004001 Consultorio                                       ;002 São José
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;    2.954,86;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;    3.987,03;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      310,33;000015 Procedimento Cirurgicos                           ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;    2.158,80;001001 Laboratorio Hemo                                  ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      148,41;001006 Laboratorio DPA                                   ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      721,85;001007 Laboratorio Externo                               ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;   38.534,55;002001 Hemodialise                                       ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;    7.002,60;003001 Administracao                                     ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      762,33;004001 Consultorio                                       ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      391,28;001001 Laboratorio Hemo                                  ;002 São José
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;    6.779,98;002001 Hemodialise                                       ;002 São José
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;    3.035,81;003001 Administracao                                     ;002 São José
00100 INSS S/ FOPAG                                     ;21586   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      674,62;004001 Consultorio                                       ;002 São José
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      427,53;000012 Dialise Peritonial - DPA                          ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      576,87;000014 U.T.I - Dialise Externa                           ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;       44,90;000015 Procedimento Cirurgicos                           ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      312,35;001001 Laboratorio Hemo                                  ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;       21,47;001006 Laboratorio DPA                                   ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      104,44;001007 Laboratorio Externo                               ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;    5.575,42;002001 Hemodialise                                       ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;    1.013,18;003001 Administracao                                     ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      110,30;004001 Consultorio                                       ;001 Taubaté
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;       56,61;001001 Laboratorio Hemo                                  ;002 São José
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      980,97;002001 Hemodialise                                       ;002 São José
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;      439,26;003001 Administracao                                     ;002 São José
00100 INSS S/ FOPAG                                     ;21587   ;001;0000157              MINISTERIO DA PREVIDENCIA SOCIAL - MPS       ;20/03/2013;20/03/2013;       97,61;004001 Consultorio                                       ;002 São José
00101 INSS s/ NFs                                       ;21376   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;      306,63;002001 Hemodialise                                       ;001 Taubaté
00101 INSS s/ NFs                                       ;21381   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;      117,73;002001 Hemodialise                                       ;002 São José
00101 INSS s/ NFs                                       ;21480   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;    3.561,71;002001 Hemodialise                                       ;001 Taubaté
00101 INSS s/ NFs                                       ;21485   ;001;02.666.114/0001-09   MILCLEAN COM. E SERVIÇOS LTDA                ;10/03/2013;20/03/2013;    1.367,47;002001 Hemodialise                                       ;001 Taubaté
00101 INSS s/ NFs                                       ;21543   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;10/03/2013;20/03/2013;      658,79;002001 Hemodialise                                       ;001 Taubaté
00101 INSS s/ NFs                                       ;21548   ;001;07.344.389/0001-31   KLAUSEG ZELADORIA PATRIMONIAL                ;10/03/2013;20/03/2013;    1.052,44;002001 Hemodialise                                       ;002 São José
00101 INSS s/ NFs                                       ;21630   ;001;01.440.590/0001-36   FRESENIUS MEDICAL LTDA                       ;10/03/2013;20/03/2013;    1.005,33;002001 Hemodialise                                       ;001 Taubaté
